polity_id,macro_period,dynasty_name,polity_name,polity_aliases,polity_display_name,polity_name_disambiguation,polity_name_review_status,polity_name_risk_flags,polity_type,polity_start_year,polity_start_label,polity_end_year,polity_end_label,polity_date_raw,polity_date_precision,historical_geography_raw,modern_admin_units_raw,capital_historical,capital_modern,ruling_family_or_clan,ethnicity_or_group,founder,last_ruler,destroyed_by_or_successor,polity_source_titles,polity_source_urls,polity_source_raw,confidence_score,confidence_note,calendar_system_note,v02_row_count,v02_actual_min_year,v02_actual_max_year,v02_actual_years,merged_from_v02_contexts
polity_ind_0145,英属印度土邦体系,Princely state,Jaso,Jaso (Jassu),Jaso,,candidate,needs_geography_review,princely_state_under_paramountcy,1732,1732年,1947,1947年,1732年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jaso (Jassu),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0146,英属印度土邦体系,Princely state,Jath,,Jath,,candidate,needs_geography_review,princely_state_under_paramountcy,1686,1686年,1947,1947年,1686年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jath,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0147,英属印度土邦体系,Princely state,Jawhar,,Jawhar,,candidate,needs_geography_review,princely_state_under_paramountcy,1343,1343年,1947,1947年,1343年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jawhar,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0148,英属印度土邦体系,Princely state,Jhabua,,Jhabua,,candidate,needs_geography_review,princely_state_under_paramountcy,1600,1600年,1947,1947年,1600年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jhabua,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0149,英属印度土邦体系,Princely state,Jigni,,Jigni,,candidate,needs_geography_review,princely_state_under_paramountcy,1730,1730年,1947,1947年,1730年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jigni,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0150,英属印度土邦体系,Princely state,Jind,,Jind,,candidate,needs_geography_review,princely_state_under_paramountcy,1763,1763年,1947,1947年,1763年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jind,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0151,英属印度土邦体系,Princely state,Jobat,,Jobat,,candidate,needs_geography_review,princely_state_under_paramountcy,1864,1864年,1947,1947年,1864年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jobat,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0152,英属印度土邦体系,Princely state,Jodhpur,,Jodhpur,,candidate,needs_geography_review,princely_state_under_paramountcy,1250,1250年,1947,1947年,1250年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,Jodhpur,Jodhpur,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jodhpur,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0153,英属印度土邦体系,Princely state,Jubbal,,Jubbal,,candidate,needs_geography_review,princely_state_under_paramountcy,1800,1800年,1947,1947年,1800年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Jubbal,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0154,英属印度土邦体系,Princely state,Junagadh,,Junagadh,,candidate,needs_geography_review,princely_state_under_paramountcy,1748,1748年,1948,1948年,1748年-1948年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,Junagadh,Junagadh,local ruling house,,,,Dominion of India after 1947 crisis and 1948 plebiscite,Rulers.org: Indian states before 1947 A-J|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat1.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat1.html section Junagadh,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display. Endpoint adjusted for the Junagadh accession crisis and 1948 plebiscite context.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0155,英属印度土邦体系,Princely state,Kachh,Kachh (Cutch),Kachh,,candidate,needs_geography_review,princely_state_under_paramountcy,1270,1270年,1947,1947年,1270年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kachh (Cutch),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0156,英属印度土邦体系,Princely state,Kalahandi,,Kalahandi,,candidate,needs_geography_review,princely_state_under_paramountcy,1693,1693年,1947,1947年,1693年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kalahandi,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0157,英属印度土邦体系,Princely state,Kalsia,,Kalsia,,candidate,needs_geography_review,princely_state_under_paramountcy,1760,1760年,1947,1947年,1760年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kalsia,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0158,英属印度土邦体系,Princely state,Kambay,Kambay (Cambay),Kambay,,candidate,needs_geography_review,princely_state_under_paramountcy,1735,1735年,1947,1947年,1735年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kambay (Cambay),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0159,英属印度土邦体系,Princely state,Kamta Rajaula,,Kamta Rajaula,,candidate,needs_geography_review,princely_state_under_paramountcy,1812,1812年,1928,1928年,1812年-1928年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kamta Rajaula,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0160,英属印度土邦体系,Princely state,Kanika,,Kanika,,candidate,needs_geography_review,princely_state_under_paramountcy,1881,1881年,1947,1947年,1881年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kanika,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0161,英属印度土邦体系,Princely state,Kanker,,Kanker,,candidate,needs_geography_review,princely_state_under_paramountcy,1809,1809年,1947,1947年,1809年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kanker,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0162,英属印度土邦体系,Princely state,Kapurthala,,Kapurthala,,candidate,needs_geography_review,princely_state_under_paramountcy,1777,1777年,1947,1947年,1777年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kapurthala,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0163,英属印度土邦体系,Princely state,Karauli,,Karauli,,candidate,needs_geography_review,princely_state_under_paramountcy,800,800年,1947,1947年,800年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Karauli,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0164,英属印度土邦体系,Princely state,Kawardha,,Kawardha,,candidate,needs_geography_review,princely_state_under_paramountcy,1751,1751年,1947,1947年,1751年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kawardha,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0165,英属印度土邦体系,Princely state,Keonjhar,,Keonjhar,,candidate,needs_geography_review,princely_state_under_paramountcy,1794,1794年,1947,1947年,1794年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Keonjhar,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0166,英属印度土邦体系,Princely state,Keonthal,,Keonthal,,candidate,needs_geography_review,princely_state_under_paramountcy,1800,1800年,1947,1947年,1800年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Keonthal,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0167,英属印度土邦体系,Princely state,Khairagarh,,Khairagarh,,candidate,needs_geography_review,princely_state_under_paramountcy,1898,1898年,1947,1947年,1898年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Khairagarh,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0168,英属印度土邦体系,Princely state,Khandpara,,Khandpara,,candidate,needs_geography_review,princely_state_under_paramountcy,1803,1803年,1947,1947年,1803年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Khandpara,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0169,英属印度土邦体系,Princely state,Kharsawan,,Kharsawan,,candidate,needs_geography_review,princely_state_under_paramountcy,1857,1857年,1947,1947年,1857年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kharsawan,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0170,英属印度土邦体系,Princely state,Khilchipur,,Khilchipur,,candidate,needs_geography_review,princely_state_under_paramountcy,1544,1544年,1947,1947年,1544年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Khilchipur,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0171,英属印度土邦体系,Princely state,Kishangarh,,Kishangarh,,candidate,needs_geography_review,princely_state_under_paramountcy,1611,1611年,1947,1947年,1611年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kishangarh,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0172,英属印度土邦体系,Princely state,Koch Bihar,Koch Bihar (Cooch Behar),Koch Bihar,,candidate,needs_geography_review,princely_state_under_paramountcy,1250,1250年,1947,1947年,1250年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Koch Bihar (Cooch Behar),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0173,英属印度土邦体系,Princely state,Kochin,Kochin (Cochin),Kochin,,candidate,needs_geography_review,princely_state_under_paramountcy,1500,1500年,1947,1947年,1500年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kochin (Cochin),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0174,英属印度土邦体系,Princely state,Kodagu,Kodagu (Coorg),Kodagu,,candidate,needs_geography_review,princely_state_under_paramountcy,1780,1780年,1834,1834年,1780年-1834年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kodagu (Coorg),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0175,英属印度土邦体系,Princely state,Kolhapur,,Kolhapur,,candidate,needs_geography_review,princely_state_under_paramountcy,1696,1696年,1947,1947年,1696年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kolhapur,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0176,英属印度土邦体系,Princely state,Korea,,Korea,,candidate,needs_geography_review,princely_state_under_paramountcy,1819,1819年,1947,1947年,1819年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Korea,64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
polity_ind_0177,英属印度土邦体系,Princely state,Kota,Kota (Kotah),Kota,,candidate,needs_geography_review,princely_state_under_paramountcy,1631,1631年,1947,1947年,1631年-1947年,approx,British Indian princely-state geography; exact agency/modern location requires gazetteer review.,Historical South Asia; modern country/ADM1 requires item-level review.,,,local ruling house,,,,Dominion of India/Pakistan or later administrative integration,Rulers.org: Indian states before 1947 K-W|Imperial Gazetteer of India|Encyclopaedia Britannica: Princely state,https://www.rulers.org/indstat2.html|https://dsal.uchicago.edu/reference/gazetteer/index.html|https://www.britannica.com/topic/princely-state-colonial-India,Imported from https://www.rulers.org/indstat2.html section Kota (Kotah),64,Princely-state chronology imported from Rulers.org as a structured index; important states need Gazetteer/official corroboration before high-confidence display.,BCE years are negative; no year 0. Dates before early historic inscriptions are approximate.,,,,,
